,headline,url,publisher,date,stock
97,Agilent Technologies Sees RS Rating Improve To 76,http://www.investors.com/ibd-data-stories/agilent-technologies-sees-rs-rating-improve-to-76/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-11-12 00:00:00,A
98,"Royal London Asset Management Ltd Buys Apple Inc, Amazon. ...",https://www.benzinga.com/node/14785636,GuruFocus,2019-11-12 00:00:00,A
99,"TD Asset Management Inc Buys TC Energy Corp, iShares iBoxx $ High Yield Corporate Bond ETF, ...",https://www.benzinga.com/node/14761049,GuruFocus,2019-11-07 00:00:00,A
100,"TDAM USA Inc. Buys Phillips 66, DuPont de Nemours Inc, Agilent Technologies Inc, Sells Apple ...",https://www.benzinga.com/node/14761053,GuruFocus,2019-11-07 00:00:00,A
101,Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q3 2019 Update,https://seekingalpha.com/article/4303617-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q3-2019-update?source=partner_benzinga,Seeking Alpha,2019-11-07 00:00:00,A
102,"When Does Market Timing Actually Work? - November 01, 2019",http://www.zacks.com/stock/news/598002/when-does-market-timing-actually-work-november-01-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-598002,Zacks,2019-11-01 00:00:00,A
103,Electronics Testing Equipment Outlook: Solid Demand Ahead,http://www.zacks.com/commentary/582329/electronics-testing-equipment-outlook-solid-demand-ahead?cid=CS-BENZ-FT-industry_outlook-582329,Zacks,2019-10-24 00:00:00,A
104,"Clean Yield Group Buys Healthcare Trust of America Inc, Lakeland Financial Corp, U.S. ...",https://www.benzinga.com/node/14650305,GuruFocus,2019-10-23 00:00:00,A
105,KraneShares Joins with Nasdaq Dorsey Wright to Launch KraneShares China Rotation Model,https://www.benzinga.com/node/14643902,GuruFocus,2019-10-23 00:00:00,A
106,5G Wireless Networks Give This Communications Test Gear Maker A Lift,http://www.investors.com/research/ibd-stock-of-the-day/5g-wireless-networks-give-keystock-stock-lift/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-10-22 00:00:00,A
107,"Private Bank & Trust Co Buys Agilent Technologies Inc, Alibaba Group Holding, Icon PLC, ...",https://www.benzinga.com/node/14638879,GuruFocus,2019-10-22 00:00:00,A
108,Oakmark Equity And Income Fund: Third Quarter 2019,https://seekingalpha.com/article/4297571-oakmark-equity-income-fund-third-quarter-2019?source=partner_benzinga,Seeking Alpha,2019-10-21 00:00:00,A
109,Dividend Challenger Highlights: Week Of October 20,https://seekingalpha.com/article/4297460-dividend-challenger-highlights-week-october-20?source=partner_benzinga,Seeking Alpha,2019-10-19 00:00:00,A
110,Parnassus Endeavor Fund Buys 4 Stocks in 'rd Quarter,https://www.benzinga.com/node/14613262,GuruFocus,2019-10-17 00:00:00,A
111,"Parnassus Endeavor Fund Buys Alaska Air Group Inc, Arista Networks Inc, Charles Schwab Corp, ...",https://www.benzinga.com/node/14605708,GuruFocus,2019-10-16 00:00:00,A
112,Dividend Growth Stocks Of Tomorrow: Agilent Technologies Inc.,https://seekingalpha.com/article/4296471-dividend-growth-stocks-tomorrow-agilent-technologies-inc?source=partner_benzinga,Seeking Alpha,2019-10-14 00:00:00,A
113,Stocks With Rising Relative Strength: Agilent Technologies,http://www.investors.com/ibd-data-stories/stocks-with-rising-relative-strength-agilent-technologies-2/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-10-14 00:00:00,A
114,Cypress Looks to Gain Traction With New USB-C Controller,http://www.zacks.com/stock/news/559529/cypress-looks-to-gain-traction-with-new-usb-c-controller?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-559529,Zacks,2019-10-11 00:00:00,A
115,Trimble Strengthens Agriculture Portfolio with Weedseeker 2,http://www.zacks.com/stock/news/557913/trimble-strengthens-agriculture-portfolio-with-weedseeker-2?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-557913,Zacks,2019-10-10 00:00:00,A
116,"How to Time the Markets Like an Investing Pro - October 10, 2019",http://www.zacks.com/stock/news/557545/how-to-time-the-markets-like-an-investing-pro-october-10-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-557545,Zacks,2019-10-10 00:00:00,A
117,"Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Agilent Technologies Inc, ...",https://www.benzinga.com/node/14553529,GuruFocus,2019-10-07 00:00:00,A
118,Bruker To Buy Freiberg Instruments' Magnettech EPR Business,http://www.zacks.com/stock/news/552804/bruker-to-buy-freiberg-instruments-magnettech-epr-business?cid=CS-BENZ-FT-analyst_blog|company_news_-_medical_sector-552804,Zacks,2019-10-07 00:00:00,A
119,"50 Firms Going Ex-Dividend Next Week, Including Cardinal Health, JP Morgan Chase And Comcast",https://www.benzinga.com/node/14507384,TalkMarkets,2019-09-27 00:00:00,A
120,Dividend Challenger Highlights: Week Of September 22,https://seekingalpha.com/article/4292825-dividend-challenger-highlights-week-september-22?source=partner_benzinga,Seeking Alpha,2019-09-21 00:00:00,A
121,4 Stocks to Focus on Global Biotechnology Reagents Market,http://www.zacks.com/stock/news/527817/4-stocks-to-focus-on-global-biotechnology-reagents-market?cid=CS-BENZ-FT-analyst_blog|investment_ideas-527817,Zacks,2019-09-20 00:00:00,A
122,Stocks With Rising Relative Strength: Agilent Technologies,http://www.investors.com/ibd-data-stories/stocks-with-rising-relative-strength-agilent-technologies/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-09-19 00:00:00,A
123,Agilent declares $0.164 dividend,https://seekingalpha.com/news/3500279-agilent-declares-0_164-dividend?source=partner_benzinga,Seeking Alpha,2019-09-18 00:00:00,A
124,"Simple Market Timing Strategies That Work - September 17, 2019",http://www.zacks.com/stock/news/522540/simple-market-timing-strategies-that-work-september-17-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-522540,Zacks,2019-09-17 00:00:00,A
125,What Makes Agilent (A) a New Buy Stock,http://www.zacks.com/stock/news/520894/what-makes-agilent-a-a-new-buy-stock?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_12_zacks_rank_upgrade-520894,Zacks,2019-09-16 00:00:00,A
126,Agilent (A) Up 11.5% Since Last Earnings Report: Can It Continue?,http://www.zacks.com/stock/news/516816/agilent-a-up-115-since-last-earnings-report-can-it-continue?cid=CS-BENZ-FT-realtime_blog-516816,Zacks,2019-09-13 00:00:00,A
127,Agilent Technologies Sees RS Rating Climb To 74,http://www.investors.com/ibd-data-stories/agilent-technologies-sees-rs-rating-climb-to-74/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-09-12 00:00:00,A
128,"Stocks For You To Swing-Trade: TTWO, A, ROP",https://www.benzinga.com/node/14421381,TalkMarkets,2019-09-12 00:00:00,A
129,Agilent Technologies (A) is a Great Momentum Stock: Should You Buy?,http://www.zacks.com/stock/news/511136/agilent-technologies-a-is-a-great-momentum-stock-should-you-buy?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_10-511136,Zacks,2019-09-10 00:00:00,A
130,Agilent Prices Public Offering of $500M Senior Notes Due 2029,http://www.zacks.com/stock/news/511114/agilent-prices-public-offering-of-%24500m-senior-notes-due-2029?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-511114,Zacks,2019-09-10 00:00:00,A
131,Trimble Strengthens Forestry Division With 3LOG Acquisition,http://www.zacks.com/stock/news/511240/trimble-strengthens-forestry-division-with-3log-acquisition?cid=CS-BENZ-FT-analyst_blog|company_news_tech_sector-511240,Zacks,2019-09-10 00:00:00,A
132,Agilent Technologies: Buy For Great Growth In The Pharmaceutical Development Business,https://seekingalpha.com/article/4290704-agilent-technologies-buy-great-growth-pharmaceutical-development-business?source=partner_benzinga,Seeking Alpha,2019-09-10 00:00:00,A
133,Agilent launches debt offering,https://seekingalpha.com/news/3497325-agilent-launches-debt-offering?source=partner_benzinga,Seeking Alpha,2019-09-05 00:00:00,A
134,Agilent readies debt offering,https://seekingalpha.com/news/3496366-agilent-readies-debt-offering?source=partner_benzinga,Seeking Alpha,2019-09-03 00:00:00,A
135,Agilent completes BioTek buy,https://seekingalpha.com/news/3494548-agilent-completes-biotek-buy?source=partner_benzinga,Seeking Alpha,2019-08-26 00:00:00,A
136,IBD Stock Of The Day Keysight Technologies Hits Buy Zone As Wall Street Cheers 5G-Driven Growth,http://www.investors.com/research/ibd-stock-of-the-day/keystock-stock-surges-keysight-earnings-q3-2019/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-08-22 00:00:00,A
137,"Sit Investment Associates Inc Buys United Technologies Corp, Corning Inc, Comcast Corp, Sells ...",http://www.gurufocus.com/news/932970/sit-investment-associates-inc-buys-united-technologies-corp-corning-inc-comcast-corp-sells-dupont-de-nemours-inc-occidental-petroleum-corp-raytheon-co,GuruFocus,2019-08-21 00:00:00,A
138,"Fairpointe Capital LLC Buys Agilent Technologies Inc, Magna International Inc, iShares MSCI ...",http://www.gurufocus.com/news/931818/fairpointe-capital-llc-buys-agilent-technologies-inc-magna-international-inc-ishares-msci-acwi-index-fund-sells-tegna-inc-agco-corp-cincinnati-financial-corp,GuruFocus,2019-08-20 00:00:00,A
139,"Beaconlight Capital, Llc Buys Fortune Brands Home & Security Inc, Hasbro Inc, KAR Auction ...",http://www.gurufocus.com/news/931790/beaconlight-capital-llc-buys-fortune-brands-home--security-inc-hasbro-inc-kar-auction-services-inc-sells-liberty-formula-one-group-hb-fuller-co-verisign-inc,GuruFocus,2019-08-20 00:00:00,A
140,Stock Upgrades: Agilent Technologies Shows Rising Relative Strength,http://www.investors.com/ibd-data-stories/stock-upgrades-agilent-technologies-shows-rising-relative-strength-3/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-08-20 00:00:00,A
141,"BlueSpruce Investments, LP Buys Ross Stores Inc, TJX Inc, Comcast Corp, Sells Constellation ...",http://www.gurufocus.com/news/929847/bluespruce-investments-lp-buys-ross-stores-inc-tjx-inc-comcast-corp-sells-constellation-brands-inc-msci-inc-paypal-holdings-inc,GuruFocus,2019-08-16 00:00:00,A
142,Agilent (A) Earnings and Revenues Beat Estimates in Q3,http://www.zacks.com/stock/news/471584/agilent-a-earnings-and-revenues-beat-estimates-in-q3?cid=CS-BENZ-FT-analyst_blog|earnings_article-471584,Zacks,2019-08-15 00:00:00,A
143,"Agilent Technologies, Inc. (A) CEO Michael McMullen on Q3 2019 Results - Earnings Call Transcript",https://seekingalpha.com/article/4285738-agilent-technologies-inc-ceo-michael-mcmullen-q3-2019-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2019-08-14 00:00:00,A
144,"A, CSCO, NTAP and WPG among after hour movers",https://seekingalpha.com/news/3491982-csco-ntap-wpg-among-hour-movers?source=partner_benzinga,Seeking Alpha,2019-08-14 00:00:00,A
145,Agilent Technologies (A) Tops Q3 Earnings and Revenue Estimates,http://www.zacks.com/stock/news/470844/agilent-technologies-a-tops-q3-earnings-and-revenue-estimates?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_4-470844,Zacks,2019-08-14 00:00:00,A
146,"Agilent up 5% on FQ3 beat, lower end of guidance raise",https://seekingalpha.com/news/3491836-agilent-5-percent-fq3-beat-lower-end-guidance-raise?source=partner_benzinga,Seeking Alpha,2019-08-14 00:00:00,A
147,"Agilent EPS beats by $0.04, beats on revenue",https://seekingalpha.com/news/3491808-agilent-eps-beats-0_04-beats-revenue?source=partner_benzinga,Seeking Alpha,2019-08-14 00:00:00,A
148,The Dow Jones Industrial Average Will Lose 400 Points On Today's Inverted Yield Curve,https://www.benzinga.com/node/14267672,TalkMarkets,2019-08-14 00:00:00,A
149,Wall Street Tumbles Following Yield Curve Inversion,http://www.zacks.com/stock/news/470319/wall-street-tumbles-following-yield-curve-inversion?cid=CS-BENZ-FT-economic_highlights-470319,Zacks,2019-08-14 00:00:00,A
150,Stock Futures Plunge as Recession Fears Intensify,http://www.zacks.com/stock/news/470291/stock-futures-plunge-as-recession-fears-intensify?cid=CS-BENZ-FT-ahead_of_wall_street-470291,Zacks,2019-08-14 00:00:00,A
151,"Impax Asset Management Group plc Buys Pentair PLC, Agilent Technologies Inc, IQVIA Holdings ...",http://www.gurufocus.com/news/927801/impax-asset-management-group-plc-buys-pentair-plc-agilent-technologies-inc-iqvia-holdings-inc-sells-ecolab-inc-cantel-medical-corp-international-business-machines-corp,GuruFocus,2019-08-13 00:00:00,A
152,Agilent Q3 2019 Earnings Preview,https://seekingalpha.com/news/3491232-agilent-q3-2019-earnings-preview?source=partner_benzinga,Seeking Alpha,2019-08-13 00:00:00,A
153,Notable earnings after Wednesday's close,https://seekingalpha.com/news/3491104-notable-earnings-wednesday-s-close?source=partner_benzinga,Seeking Alpha,2019-08-13 00:00:00,A
154,Agilent (A) Gears Up for Q3 Earnings: What's in the Cards?,http://www.zacks.com/stock/news/466578/agilent-a-gears-up-for-q3-earnings-whats-in-the-cards?cid=CS-BENZ-FT-analyst_blog|earnings_preview-466578,Zacks,2019-08-12 00:00:00,A
155,Walmart And Alibaba Step To The Plate (Stocks To Watch Podcast),https://seekingalpha.com/article/4284498-walmart-alibaba-step-plate-stocks-watch-podcast?source=partner_benzinga,Seeking Alpha,2019-08-11 00:00:00,A
156,Stocks To Watch: Walmart And Alibaba Step To The Plate,https://seekingalpha.com/article/4284315-stocks-watch-walmart-alibaba-step-plate?source=partner_benzinga,Seeking Alpha,2019-08-10 00:00:00,A
157,Agilent Technologies Hitting Lower Rail Of Upwardly Sloped Trend Channel Ahead Of Earnings,https://seekingalpha.com/article/4284107-agilent-technologies-hitting-lower-rail-upwardly-sloped-trend-channel-ahead-earnings?source=partner_benzinga,Seeking Alpha,2019-08-09 00:00:00,A
158,Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?,http://www.zacks.com/stock/news/460583/agilent-technologies-a-earnings-expected-to-grow-should-you-buy?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_9-460583,Zacks,2019-08-07 00:00:00,A
159,Acquisition Boosts Exact Sciences' Role in Cancer Diagnostics,http://www.gurufocus.com/news/920455/acquisition-boosts-exact-sciences-role-in-cancer-diagnostics,GuruFocus,2019-08-01 00:00:00,A
160,"The Truth About Market Timing - July 30, 2019",http://www.zacks.com/stock/news/453591/the-truth-about-market-timing-july-30-2019?cid=CS-BENZ-FT-retirement_ideas|market_timing_secrets-453591,Zacks,2019-07-30 00:00:00,A
161,Tracking William von Mueffling's Cantillon Capital Management Portfolio - Q2 2019 Update,https://seekingalpha.com/article/4278541-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q2-2019-update?source=partner_benzinga,Seeking Alpha,2019-07-29 00:00:00,A
162,Agilent: 2 Decades Of Portfolio Moves Left Investors With A Good Business,https://seekingalpha.com/article/4277193-agilent-2-decades-portfolio-moves-left-investors-good-business?source=partner_benzinga,Seeking Alpha,2019-07-24 00:00:00,A
163,Dividend Challenger Highlights: Week Of July 21,https://seekingalpha.com/article/4276228-dividend-challenger-highlights-week-july-21?source=partner_benzinga,Seeking Alpha,2019-07-20 00:00:00,A
164,"Harvey Investment Co Llc Buys Fastenal Co, Agilent Technologies Inc, CarMax Inc, Sells Croda ...",http://www.gurufocus.com/news/909657/harvey-investment-co-llc-buys-fastenal-co-agilent-technologies-inc-carmax-inc-sells-croda-international-plc-ecolab-inc-nextera-energy-inc,GuruFocus,2019-07-16 00:00:00,A
165,Oppenheimer likes Millendo Therapeutics in premarket analyst action,https://seekingalpha.com/news/3477983-oppenheimer-likes-millendo-therapeutics-premarket-analyst-action?source=partner_benzinga,Seeking Alpha,2019-07-16 00:00:00,A
166,Agilent: Some Bolt-On M&A To Rejuvenate Growth,https://seekingalpha.com/article/4274967-agilent-bolt-m-rejuvenate-growth?source=partner_benzinga,Seeking Alpha,2019-07-15 00:00:00,A
167,Wells sees 33% upside in Gilead in premarket analyst action,https://seekingalpha.com/news/3477623-wells-sees-33-percent-upside-gilead-premarket-analyst-action?source=partner_benzinga,Seeking Alpha,2019-07-15 00:00:00,A
168,"Agilent to Acquire BioTek, Cell Analysis Portfolio to Expand",http://www.zacks.com/stock/news/441535/agilent-to-acquire-biotek-cell-analysis-portfolio-to-expand?cid=CS-BENZ-FT-441535,Zacks,2019-07-12 00:00:00,A
169,Silicon Valley Pioneer Keysight Just Moved Into The Buy Zone — But Can It Stay There?,http://www.investors.com/stock-lists/ibd-50/keysight-stock-moved-into-buy-zone/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-07-11 00:00:00,A
170,Agilent to acquire BioTek for $1.165B,https://seekingalpha.com/news/3477088-agilent-acquire-biotek-1_165b?source=partner_benzinga,Seeking Alpha,2019-07-11 00:00:00,A
171,"Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Ross Stores Inc, Sells ...",http://www.gurufocus.com/news/906796/lgt-capital-partners-ltd-buys-unitedhealth-group-inc-alphabet-inc-ross-stores-inc-sells-celgene-corp-3m-co-delta-air-lines-inc,GuruFocus,2019-07-10 00:00:00,A
172,Stock Upgrades: Agilent Technologies Shows Rising Relative Strength,http://www.investors.com/ibd-data-stories/stock-upgrades-agilent-technologies-shows-rising-relative-strength-2/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-07-05 00:00:00,A
173,"29 Firms Going Ex-Dividend Next Week, Including Comcast, Cisco And JP Morgan",https://www.benzinga.com/node/14003999,TalkMarkets,2019-06-28 00:00:00,A
174,Agilent: An Excellent Company At Average Price,https://seekingalpha.com/article/4272668-agilent-excellent-company-average-price?source=partner_benzinga,Seeking Alpha,2019-06-28 00:00:00,A
175,Dividend Challenger Highlights: Week Of June 23,https://seekingalpha.com/article/4271630-dividend-challenger-highlights-week-june-23?source=partner_benzinga,Seeking Alpha,2019-06-22 00:00:00,A
176,John Templeton's Investment Philosophy,http://www.gurufocus.com/news/897823/john-templetons-investment-philosophy,GuruFocus,2019-06-21 00:00:00,A
177,Agilent Announces Receipt of FDA Approval for pharmDX Assay,http://www.zacks.com/stock/news/429945/agilent-announces-receipt-of-fda-approval-for-pharmdx-assay?cid=CS-BENZ-FT-429945,Zacks,2019-06-14 00:00:00,A
178,Why Is Agilent (A) Up 3.9% Since Last Earnings Report?,http://www.zacks.com/stock/news/429061/why-is-agilent-a-up-39-since-last-earnings-report?cid=CS-BENZ-FT-429061,Zacks,2019-06-13 00:00:00,A
179,FDA OKs Agilent companion diagnostic for Keytruda in HNSCC,https://seekingalpha.com/news/3470455-fda-oks-agilent-companion-diagnostic-keytruda-hnscc?source=partner_benzinga,Seeking Alpha,2019-06-11 00:00:00,A
180,"Barclays bearish on Teva, sees 14% downside risk in premarket analyst action",https://seekingalpha.com/news/3470387-barclays-bearish-teva-sees-14-percent-downside-risk-premarket-analyst-action?source=partner_benzinga,Seeking Alpha,2019-06-11 00:00:00,A
181,Tense About Trade War? Follow Goldman With 5 ETF Strategies,http://www.zacks.com/stock/news/419298/tense-about-trade-war-follow-goldman-with-5-etf-strategies?cid=CS-BENZ-FT-419298,Zacks,2019-05-24 00:00:00,A
182,Agilent declares $0.164 dividend,https://seekingalpha.com/news/3466217-agilent-declares-0_164-dividend?source=partner_benzinga,Seeking Alpha,2019-05-22 00:00:00,A
183,"Bessemer Securities Llc Buys Facebook Inc, Texas Instruments Inc, Bank of America Corporation, ...",http://www.gurufocus.com/news/882812/bessemer-securities-llc-buys-facebook-inc-texas-instruments-inc-bank-of-america-corporation-sells-japan-post-holdings-co-keycorp-cigna-corp,GuruFocus,2019-05-21 00:00:00,A
184,Bullish Quintet,https://www.benzinga.com/node/13766788,TalkMarkets,2019-05-17 00:00:00,A
185,Stocks To Watch: Agilent Technologies Sees Relative Strength Rating Jump To 84,http://www.investors.com/ibd-data-stories/stocks-to-watch-agilent-technologies-sees-relative-strength-rating-jump-to-84/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-05-15 00:00:00,A
186,ACB and A among premarket losers,https://seekingalpha.com/news/3464005-acb-among-premarket-losers?source=partner_benzinga,Seeking Alpha,2019-05-15 00:00:00,A
187,"Agilent Technologies, Inc. 2019 Q2 - Results - Earnings Call Slides",https://seekingalpha.com/article/4264108-agilent-technologies-inc-2019-q2-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2019-05-15 00:00:00,A
188,"Agilent Technologies, Inc. (A) CEO Mike McMullen on Q2 2019 Results - Earnings Call Transcript",https://seekingalpha.com/article/4264085-agilent-technologies-inc-ceo-mike-mcmullen-q2-2019-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2019-05-14 00:00:00,A
189,"A, ACB, EGHT and TLRY among notable after hour movers",https://seekingalpha.com/news/3463760-acb-eght-tlry-among-notable-hour-movers?source=partner_benzinga,Seeking Alpha,2019-05-14 00:00:00,A
190,Agilent Technologies (A) Q2 Earnings and Revenues Miss Estimates,http://www.zacks.com/stock/news/414066/agilent-technologies-a-q2-earnings-and-revenues-miss-estimates?cid=CS-BENZ-FT-414066,Zacks,2019-05-14 00:00:00,A
191,"Agilent down 8% after hours on FQ2 miss, revenue guidance cut",https://seekingalpha.com/news/3463657-agilent-8-percent-hours-fq2-miss-revenue-guidance-cut?source=partner_benzinga,Seeking Alpha,2019-05-14 00:00:00,A
192,"Agilent misses by $0.01, misses on revenue",https://seekingalpha.com/news/3463639-agilent-misses-0_01-misses-revenue?source=partner_benzinga,Seeking Alpha,2019-05-14 00:00:00,A
193,What To Expect From Agilent's Earnings,https://www.benzinga.com/node/13734637,TalkMarkets,2019-05-14 00:00:00,A
194,Agilent Q2 2019 Earnings Preview,https://seekingalpha.com/news/3463067-agilent-q2-2019-earnings-preview?source=partner_benzinga,Seeking Alpha,2019-05-13 00:00:00,A
195,Notable earnings after Tuesday's close,https://seekingalpha.com/news/3462948-notable-earnings-tuesday-s-close?source=partner_benzinga,Seeking Alpha,2019-05-13 00:00:00,A
196,Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q1 2019 Update,https://seekingalpha.com/article/4263370-tracking-william-von-muefflings-cantillon-capital-management-portfolio-q1-2019-update?source=partner_benzinga,Seeking Alpha,2019-05-13 00:00:00,A
197,Stocks Rise Along with the Tariffs. Go Figure!,https://www.zacks.com/registration/ultimatetrader/welcome/eoffer/30c3?adid=ZU_CONTENT_SYND&cid=CS-BENZ-FT-21316,Zacks,2019-05-11 00:00:00,A
198,Mettler-Toledo (MTD) Earnings & Revenues Top Estimates in Q1,http://www.zacks.com/stock/news/412855/mettler-toledo-mtd-earnings-revenues-top-estimates-in-q1?cid=CS-BENZ-FT-412855,Zacks,2019-05-10 00:00:00,A
199,Can New Offerings & Buyouts Aid Cisco's (CSCO) Q3 Earnings?,http://www.zacks.com/stock/news/412520/can-new-offerings-buyouts-aid-ciscos-csco-q3-earnings?cid=CS-BENZ-FT-412520,Zacks,2019-05-10 00:00:00,A
200,Alibaba (BABA) Gears Up for Q4 Earnings: What's in Store?,http://www.zacks.com/stock/news/412462/alibaba-baba-gears-up-for-q4-earnings-whats-in-store?cid=CS-BENZ-FT-412462,Zacks,2019-05-10 00:00:00,A